userId	geneSymbol	geneName	entrezgene	gLink
NTRK3	NTRK3	neurotrophic receptor tyrosine kinase 3	4916	https://www.ncbi.nlm.nih.gov/gene/?term=4916
SGCA	SGCA	sarcoglycan alpha	6442	https://www.ncbi.nlm.nih.gov/gene/?term=6442
CPSF6	CPSF6	cleavage and polyadenylation specific factor 6	11052	https://www.ncbi.nlm.nih.gov/gene/?term=11052
POU2AF1	POU2AF1	POU class 2 associating factor 1	5450	https://www.ncbi.nlm.nih.gov/gene/?term=5450
DBN1	DBN1	drebrin 1	1627	https://www.ncbi.nlm.nih.gov/gene/?term=1627
NRF1	NRF1	nuclear respiratory factor 1	4899	https://www.ncbi.nlm.nih.gov/gene/?term=4899
AMHR2	AMHR2	anti-Mullerian hormone receptor type 2	269	https://www.ncbi.nlm.nih.gov/gene/?term=269
CA9	CA9	carbonic anhydrase 9	768	https://www.ncbi.nlm.nih.gov/gene/?term=768
PTPN21	PTPN21	protein tyrosine phosphatase, non-receptor type 21	11099	https://www.ncbi.nlm.nih.gov/gene/?term=11099
IMPG1	IMPG1	interphotoreceptor matrix proteoglycan 1	3617	https://www.ncbi.nlm.nih.gov/gene/?term=3617
DOK7	DOK7	docking protein 7	285489	https://www.ncbi.nlm.nih.gov/gene/?term=285489
LONRF2	LONRF2	LON peptidase N-terminal domain and ring finger 2	164832	https://www.ncbi.nlm.nih.gov/gene/?term=164832
TMEM132A	TMEM132A	transmembrane protein 132A	54972	https://www.ncbi.nlm.nih.gov/gene/?term=54972
LRRC26	LRRC26	leucine rich repeat containing 26	389816	https://www.ncbi.nlm.nih.gov/gene/?term=389816
RFX7	RFX7	regulatory factor X7	64864	https://www.ncbi.nlm.nih.gov/gene/?term=64864
ZXDC	ZXDC	ZXD family zinc finger C	79364	https://www.ncbi.nlm.nih.gov/gene/?term=79364
TYSND1	TYSND1	trypsin domain containing 1	219743	https://www.ncbi.nlm.nih.gov/gene/?term=219743
QRICH1	QRICH1	glutamine rich 1	54870	https://www.ncbi.nlm.nih.gov/gene/?term=54870
SKOR2	SKOR2	SKI family transcriptional corepressor 2	652991	https://www.ncbi.nlm.nih.gov/gene/?term=652991
CEACAM16	CEACAM16	carcinoembryonic antigen related cell adhesion molecule 16	388551	https://www.ncbi.nlm.nih.gov/gene/?term=388551
PGGHG	PGGHG	protein-glucosylgalactosylhydroxylysine glucosidase	80162	https://www.ncbi.nlm.nih.gov/gene/?term=80162
RFX4	RFX4	regulatory factor X4	5992	https://www.ncbi.nlm.nih.gov/gene/?term=5992
ALKBH6	ALKBH6	alkB homolog 6	84964	https://www.ncbi.nlm.nih.gov/gene/?term=84964
KRTAP13-3	KRTAP13-3	keratin associated protein 13-3	337960	https://www.ncbi.nlm.nih.gov/gene/?term=337960
RABL6	RABL6	RAB, member RAS oncogene family like 6	55684	https://www.ncbi.nlm.nih.gov/gene/?term=55684
FUT11	FUT11	fucosyltransferase 11	170384	https://www.ncbi.nlm.nih.gov/gene/?term=170384
CCDC40	CCDC40	coiled-coil domain containing 40	55036	https://www.ncbi.nlm.nih.gov/gene/?term=55036
TMEM52B	TMEM52B	transmembrane protein 52B	120939	https://www.ncbi.nlm.nih.gov/gene/?term=120939
TPRN	TPRN	taperin	286262	https://www.ncbi.nlm.nih.gov/gene/?term=286262
AMOT	AMOT	angiomotin	154796	https://www.ncbi.nlm.nih.gov/gene/?term=154796
GREB1	GREB1	growth regulating estrogen receptor binding 1	9687	https://www.ncbi.nlm.nih.gov/gene/?term=9687
FNDC1	FNDC1	fibronectin type III domain containing 1	84624	https://www.ncbi.nlm.nih.gov/gene/?term=84624
FNDC3B	FNDC3B	fibronectin type III domain containing 3B	64778	https://www.ncbi.nlm.nih.gov/gene/?term=64778
CRTC2	CRTC2	CREB regulated transcription coactivator 2	200186	https://www.ncbi.nlm.nih.gov/gene/?term=200186
PARP10	PARP10	poly(ADP-ribose) polymerase family member 10	84875	https://www.ncbi.nlm.nih.gov/gene/?term=84875
INO80D	INO80D	INO80 complex subunit D	54891	https://www.ncbi.nlm.nih.gov/gene/?term=54891
DCAF6	DCAF6	DDB1 and CUL4 associated factor 6	55827	https://www.ncbi.nlm.nih.gov/gene/?term=55827
DALRD3	DALRD3	DALR anticodon binding domain containing 3	55152	https://www.ncbi.nlm.nih.gov/gene/?term=55152
ZC3H12A	ZC3H12A	zinc finger CCCH-type containing 12A	80149	https://www.ncbi.nlm.nih.gov/gene/?term=80149
FLG2	FLG2	filaggrin family member 2	388698	https://www.ncbi.nlm.nih.gov/gene/?term=388698
UMODL1	UMODL1	uromodulin like 1	89766	https://www.ncbi.nlm.nih.gov/gene/?term=89766
IGSF11	IGSF11	immunoglobulin superfamily member 11	152404	https://www.ncbi.nlm.nih.gov/gene/?term=152404
CMPK2	CMPK2	cytidine/uridine monophosphate kinase 2	129607	https://www.ncbi.nlm.nih.gov/gene/?term=129607
BCORL1	BCORL1	BCL6 corepressor like 1	63035	https://www.ncbi.nlm.nih.gov/gene/?term=63035
NHSL2	NHSL2	NHS like 2	340527	https://www.ncbi.nlm.nih.gov/gene/?term=340527
CRB2	CRB2	crumbs cell polarity complex component 2	286204	https://www.ncbi.nlm.nih.gov/gene/?term=286204
AMER1	AMER1	APC membrane recruitment protein 1	139285	https://www.ncbi.nlm.nih.gov/gene/?term=139285
TJAP1	TJAP1	tight junction associated protein 1	93643	https://www.ncbi.nlm.nih.gov/gene/?term=93643
GPRASP1	GPRASP1	G protein-coupled receptor associated sorting protein 1	9737	https://www.ncbi.nlm.nih.gov/gene/?term=9737
EPHA10	EPHA10	EPH receptor A10	284656	https://www.ncbi.nlm.nih.gov/gene/?term=284656
PRSS36	PRSS36	serine protease 36	146547	https://www.ncbi.nlm.nih.gov/gene/?term=146547
DGKK	DGKK	diacylglycerol kinase kappa	139189	https://www.ncbi.nlm.nih.gov/gene/?term=139189
ENTPD8	ENTPD8	ectonucleoside triphosphate diphosphohydrolase 8	377841	https://www.ncbi.nlm.nih.gov/gene/?term=377841
EXOSC6	EXOSC6	exosome component 6	118460	https://www.ncbi.nlm.nih.gov/gene/?term=118460
VAX1	VAX1	ventral anterior homeobox 1	11023	https://www.ncbi.nlm.nih.gov/gene/?term=11023
MUC21	MUC21	mucin 21, cell surface associated	394263	https://www.ncbi.nlm.nih.gov/gene/?term=394263
SNAPC4	SNAPC4	small nuclear RNA activating complex polypeptide 4	6621	https://www.ncbi.nlm.nih.gov/gene/?term=6621
NOL9	NOL9	nucleolar protein 9	79707	https://www.ncbi.nlm.nih.gov/gene/?term=79707
CELF3	CELF3	CUGBP Elav-like family member 3	11189	https://www.ncbi.nlm.nih.gov/gene/?term=11189
SZT2	SZT2	SZT2, KICSTOR complex subunit	23334	https://www.ncbi.nlm.nih.gov/gene/?term=23334
FKBP15	FKBP15	FKBP prolyl isomerase 15	23307	https://www.ncbi.nlm.nih.gov/gene/?term=23307
UBR4	UBR4	ubiquitin protein ligase E3 component n-recognin 4	23352	https://www.ncbi.nlm.nih.gov/gene/?term=23352
ARTN	ARTN	artemin	9048	https://www.ncbi.nlm.nih.gov/gene/?term=9048
KPRP	KPRP	keratinocyte proline rich protein	448834	https://www.ncbi.nlm.nih.gov/gene/?term=448834
TUT4	TUT4	terminal uridylyl transferase 4	23318	https://www.ncbi.nlm.nih.gov/gene/?term=23318
RC3H1	RC3H1	ring finger and CCCH-type domains 1	149041	https://www.ncbi.nlm.nih.gov/gene/?term=149041
CROCC	CROCC	ciliary rootlet coiled-coil, rootletin	9696	https://www.ncbi.nlm.nih.gov/gene/?term=9696
MEX3C	MEX3C	mex-3 RNA binding family member C	51320	https://www.ncbi.nlm.nih.gov/gene/?term=51320
RASIP1	RASIP1	Ras interacting protein 1	54922	https://www.ncbi.nlm.nih.gov/gene/?term=54922
PPRC1	PPRC1	peroxisome proliferator-activated receptor gamma, coactivator-related 1	23082	https://www.ncbi.nlm.nih.gov/gene/?term=23082
KHDRBS2	KHDRBS2	KH RNA binding domain containing, signal transduction associated 2	202559	https://www.ncbi.nlm.nih.gov/gene/?term=202559
IER5	IER5	immediate early response 5	51278	https://www.ncbi.nlm.nih.gov/gene/?term=51278
PEAR1	PEAR1	platelet endothelial aggregation receptor 1	375033	https://www.ncbi.nlm.nih.gov/gene/?term=375033
TNS2	TNS2	tensin 2	23371	https://www.ncbi.nlm.nih.gov/gene/?term=23371
NSUN5P2	NSUN5P2	NOP2/Sun RNA methyltransferase family member 5 pseudogene 2	260294	https://www.ncbi.nlm.nih.gov/gene/?term=260294
CPZ	CPZ	carboxypeptidase Z	8532	https://www.ncbi.nlm.nih.gov/gene/?term=8532
MUC17	MUC17	mucin 17, cell surface associated	140453	https://www.ncbi.nlm.nih.gov/gene/?term=140453
ARID2	ARID2	AT-rich interaction domain 2	196528	https://www.ncbi.nlm.nih.gov/gene/?term=196528
ANKS6	ANKS6	ankyrin repeat and sterile alpha motif domain containing 6	203286	https://www.ncbi.nlm.nih.gov/gene/?term=203286
USF3	USF3	upstream transcription factor family member 3	205717	https://www.ncbi.nlm.nih.gov/gene/?term=205717
RNF43	RNF43	ring finger protein 43	54894	https://www.ncbi.nlm.nih.gov/gene/?term=54894
KCTD11	KCTD11	potassium channel tetramerization domain containing 11	147040	https://www.ncbi.nlm.nih.gov/gene/?term=147040
BICRAL	BICRAL	BRD4 interacting chromatin remodeling complex associated protein like	23506	https://www.ncbi.nlm.nih.gov/gene/?term=23506
CDC42BPG	CDC42BPG	CDC42 binding protein kinase gamma	55561	https://www.ncbi.nlm.nih.gov/gene/?term=55561
DMKN	DMKN	dermokine	93099	https://www.ncbi.nlm.nih.gov/gene/?term=93099
VASN	VASN	vasorin	114990	https://www.ncbi.nlm.nih.gov/gene/?term=114990
CARMIL2	CARMIL2	capping protein regulator and myosin 1 linker 2	146206	https://www.ncbi.nlm.nih.gov/gene/?term=146206
WBP2NL	WBP2NL	WBP2 N-terminal like	164684	https://www.ncbi.nlm.nih.gov/gene/?term=164684
TENM4	TENM4	teneurin transmembrane protein 4	26011	https://www.ncbi.nlm.nih.gov/gene/?term=26011
GPAT2	GPAT2	glycerol-3-phosphate acyltransferase 2, mitochondrial	150763	https://www.ncbi.nlm.nih.gov/gene/?term=150763
CHADL	CHADL	chondroadherin like	150356	https://www.ncbi.nlm.nih.gov/gene/?term=150356
TCTN3	TCTN3	tectonic family member 3	26123	https://www.ncbi.nlm.nih.gov/gene/?term=26123
SWSAP1	SWSAP1	SWIM-type zinc finger 7 associated protein 1	126074	https://www.ncbi.nlm.nih.gov/gene/?term=126074
LLGL2	LLGL2	LLGL scribble cell polarity complex component 2	3993	https://www.ncbi.nlm.nih.gov/gene/?term=3993
EDC4	EDC4	enhancer of mRNA decapping 4	23644	https://www.ncbi.nlm.nih.gov/gene/?term=23644
GGT6	GGT6	gamma-glutamyltransferase 6	124975	https://www.ncbi.nlm.nih.gov/gene/?term=124975
INTS5	INTS5	integrator complex subunit 5	80789	https://www.ncbi.nlm.nih.gov/gene/?term=80789
VWA1	VWA1	von Willebrand factor A domain containing 1	64856	https://www.ncbi.nlm.nih.gov/gene/?term=64856
RFWD3	RFWD3	ring finger and WD repeat domain 3	55159	https://www.ncbi.nlm.nih.gov/gene/?term=55159
KRTAP26-1	KRTAP26-1	keratin associated protein 26-1	388818	https://www.ncbi.nlm.nih.gov/gene/?term=388818
TMEM88	TMEM88	transmembrane protein 88	92162	https://www.ncbi.nlm.nih.gov/gene/?term=92162
FBXO38	FBXO38	F-box protein 38	81545	https://www.ncbi.nlm.nih.gov/gene/?term=81545
BRAT1	BRAT1	BRCA1 associated ATM activator 1	221927	https://www.ncbi.nlm.nih.gov/gene/?term=221927
LRFN4	LRFN4	leucine rich repeat and fibronectin type III domain containing 4	78999	https://www.ncbi.nlm.nih.gov/gene/?term=78999
BLOC1S3	BLOC1S3	biogenesis of lysosomal organelles complex 1 subunit 3	388552	https://www.ncbi.nlm.nih.gov/gene/?term=388552
SAMD1	SAMD1	sterile alpha motif domain containing 1	90378	https://www.ncbi.nlm.nih.gov/gene/?term=90378
NHS	NHS	NHS actin remodeling regulator	4810	https://www.ncbi.nlm.nih.gov/gene/?term=4810
CRTC3	CRTC3	CREB regulated transcription coactivator 3	64784	https://www.ncbi.nlm.nih.gov/gene/?term=64784
CRTC1	CRTC1	CREB regulated transcription coactivator 1	23373	https://www.ncbi.nlm.nih.gov/gene/?term=23373
CSPG4	CSPG4	chondroitin sulfate proteoglycan 4	1464	https://www.ncbi.nlm.nih.gov/gene/?term=1464
PCSK4	PCSK4	proprotein convertase subtilisin/kexin type 4	54760	https://www.ncbi.nlm.nih.gov/gene/?term=54760
IL27RA	IL27RA	interleukin 27 receptor subunit alpha	9466	https://www.ncbi.nlm.nih.gov/gene/?term=9466
KIRREL2	KIRREL2	kirre like nephrin family adhesion molecule 2	84063	https://www.ncbi.nlm.nih.gov/gene/?term=84063
CES3	CES3	carboxylesterase 3	23491	https://www.ncbi.nlm.nih.gov/gene/?term=23491
PRSS57	PRSS57	serine protease 57	400668	https://www.ncbi.nlm.nih.gov/gene/?term=400668
AMTN	AMTN	amelotin	401138	https://www.ncbi.nlm.nih.gov/gene/?term=401138
SEZ6L2	SEZ6L2	seizure related 6 homolog like 2	26470	https://www.ncbi.nlm.nih.gov/gene/?term=26470
BTNL9	BTNL9	butyrophilin like 9	153579	https://www.ncbi.nlm.nih.gov/gene/?term=153579
ISLR2	ISLR2	immunoglobulin superfamily containing leucine rich repeat 2	57611	https://www.ncbi.nlm.nih.gov/gene/?term=57611
LRIG3	LRIG3	leucine rich repeats and immunoglobulin like domains 3	121227	https://www.ncbi.nlm.nih.gov/gene/?term=121227
ADAMTSL4	ADAMTSL4	ADAMTS like 4	54507	https://www.ncbi.nlm.nih.gov/gene/?term=54507
FAT4	FAT4	FAT atypical cadherin 4	79633	https://www.ncbi.nlm.nih.gov/gene/?term=79633
ATF7IP	ATF7IP	activating transcription factor 7 interacting protein	55729	https://www.ncbi.nlm.nih.gov/gene/?term=55729
MUC6	MUC6	mucin 6, oligomeric mucus/gel-forming	4588	https://www.ncbi.nlm.nih.gov/gene/?term=4588
RBMS3	RBMS3	RNA binding motif single stranded interacting protein 3	27303	https://www.ncbi.nlm.nih.gov/gene/?term=27303
NAPRT	NAPRT	nicotinate phosphoribosyltransferase	93100	https://www.ncbi.nlm.nih.gov/gene/?term=93100
DNMBP	DNMBP	dynamin binding protein	23268	https://www.ncbi.nlm.nih.gov/gene/?term=23268
SIGLEC15	SIGLEC15	sialic acid binding Ig like lectin 15	284266	https://www.ncbi.nlm.nih.gov/gene/?term=284266
ADAMTSL5	ADAMTSL5	ADAMTS like 5	339366	https://www.ncbi.nlm.nih.gov/gene/?term=339366
AATK	AATK	apoptosis associated tyrosine kinase	9625	https://www.ncbi.nlm.nih.gov/gene/?term=9625
MEX3B	MEX3B	mex-3 RNA binding family member B	84206	https://www.ncbi.nlm.nih.gov/gene/?term=84206
MAP3K15	MAP3K15	mitogen-activated protein kinase kinase kinase 15	389840	https://www.ncbi.nlm.nih.gov/gene/?term=389840
AEBP2	AEBP2	AE binding protein 2	121536	https://www.ncbi.nlm.nih.gov/gene/?term=121536
RNF111	RNF111	ring finger protein 111	54778	https://www.ncbi.nlm.nih.gov/gene/?term=54778
AGMO	AGMO	alkylglycerol monooxygenase	392636	https://www.ncbi.nlm.nih.gov/gene/?term=392636
NBEAL2	NBEAL2	neurobeachin like 2	23218	https://www.ncbi.nlm.nih.gov/gene/?term=23218
OTOG	OTOG	otogelin	340990	https://www.ncbi.nlm.nih.gov/gene/?term=340990
SRCAP	SRCAP	Snf2 related CREBBP activator protein	10847	https://www.ncbi.nlm.nih.gov/gene/?term=10847
FAM83H	FAM83H	family with sequence similarity 83 member H	286077	https://www.ncbi.nlm.nih.gov/gene/?term=286077
RIPOR1	RIPOR1	RHO family interacting cell polarization regulator 1	79567	https://www.ncbi.nlm.nih.gov/gene/?term=79567
RNF165	RNF165	ring finger protein 165	494470	https://www.ncbi.nlm.nih.gov/gene/?term=494470
PPP1R3F	PPP1R3F	protein phosphatase 1 regulatory subunit 3F	89801	https://www.ncbi.nlm.nih.gov/gene/?term=89801
ANKRD13D	ANKRD13D	ankyrin repeat domain 13D	338692	https://www.ncbi.nlm.nih.gov/gene/?term=338692
ARHGAP27	ARHGAP27	Rho GTPase activating protein 27	201176	https://www.ncbi.nlm.nih.gov/gene/?term=201176
TOM1L2	TOM1L2	target of myb1 like 2 membrane trafficking protein	146691	https://www.ncbi.nlm.nih.gov/gene/?term=146691
HJV	HJV	hemojuvelin BMP co-receptor	148738	https://www.ncbi.nlm.nih.gov/gene/?term=148738
SYDE1	SYDE1	synapse defective Rho GTPase homolog 1	85360	https://www.ncbi.nlm.nih.gov/gene/?term=85360
PAXIP1	PAXIP1	PAX interacting protein 1	22976	https://www.ncbi.nlm.nih.gov/gene/?term=22976
MED13L	MED13L	mediator complex subunit 13 like	23389	https://www.ncbi.nlm.nih.gov/gene/?term=23389
MED25	MED25	mediator complex subunit 25	81857	https://www.ncbi.nlm.nih.gov/gene/?term=81857
CBLL1	CBLL1	Cbl proto-oncogene like 1	79872	https://www.ncbi.nlm.nih.gov/gene/?term=79872
FBN3	FBN3	fibrillin 3	84467	https://www.ncbi.nlm.nih.gov/gene/?term=84467
ADAMTS13	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	11093	https://www.ncbi.nlm.nih.gov/gene/?term=11093
HECW1	HECW1	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1	23072	https://www.ncbi.nlm.nih.gov/gene/?term=23072
KNDC1	KNDC1	kinase non-catalytic C-lobe domain containing 1	85442	https://www.ncbi.nlm.nih.gov/gene/?term=85442
SUPT6H	SUPT6H	SPT6 homolog, histone chaperone	6830	https://www.ncbi.nlm.nih.gov/gene/?term=6830
TRIL	TRIL	TLR4 interactor with leucine rich repeats	9865	https://www.ncbi.nlm.nih.gov/gene/?term=9865
TAOK1	TAOK1	TAO kinase 1	57551	https://www.ncbi.nlm.nih.gov/gene/?term=57551
MICAL3	MICAL3	microtubule associated monooxygenase, calponin and LIM domain containing 3	57553	https://www.ncbi.nlm.nih.gov/gene/?term=57553
NLRC3	NLRC3	NLR family CARD domain containing 3	197358	https://www.ncbi.nlm.nih.gov/gene/?term=197358
PTF1A	PTF1A	pancreas associated transcription factor 1a	256297	https://www.ncbi.nlm.nih.gov/gene/?term=256297
NRK	NRK	Nik related kinase	203447	https://www.ncbi.nlm.nih.gov/gene/?term=203447
CSMD3	CSMD3	CUB and Sushi multiple domains 3	114788	https://www.ncbi.nlm.nih.gov/gene/?term=114788
CYP2U1	CYP2U1	cytochrome P450 family 2 subfamily U member 1	113612	https://www.ncbi.nlm.nih.gov/gene/?term=113612
LRP10	LRP10	LDL receptor related protein 10	26020	https://www.ncbi.nlm.nih.gov/gene/?term=26020
GDF7	GDF7	growth differentiation factor 7	151449	https://www.ncbi.nlm.nih.gov/gene/?term=151449
AKNA	AKNA	AT-hook transcription factor	80709	https://www.ncbi.nlm.nih.gov/gene/?term=80709
MUC19	MUC19	mucin 19, oligomeric	283463	https://www.ncbi.nlm.nih.gov/gene/?term=283463
HUWE1	HUWE1	HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase	10075	https://www.ncbi.nlm.nih.gov/gene/?term=10075
YTHDF3	YTHDF3	YTH N6-methyladenosine RNA binding protein 3	253943	https://www.ncbi.nlm.nih.gov/gene/?term=253943
KRT77	KRT77	keratin 77	374454	https://www.ncbi.nlm.nih.gov/gene/?term=374454
MEGF8	MEGF8	multiple EGF like domains 8	1954	https://www.ncbi.nlm.nih.gov/gene/?term=1954
DAZ4	DAZ4	deleted in azoospermia 4	57135	https://www.ncbi.nlm.nih.gov/gene/?term=57135
DSG4	DSG4	desmoglein 4	147409	https://www.ncbi.nlm.nih.gov/gene/?term=147409
PEG10	PEG10	paternally expressed 10	23089	https://www.ncbi.nlm.nih.gov/gene/?term=23089
ATG4D	ATG4D	autophagy related 4D cysteine peptidase	84971	https://www.ncbi.nlm.nih.gov/gene/?term=84971
ASPG	ASPG	asparaginase	374569	https://www.ncbi.nlm.nih.gov/gene/?term=374569
PBRM1	PBRM1	polybromo 1	55193	https://www.ncbi.nlm.nih.gov/gene/?term=55193
RTN4RL2	RTN4RL2	reticulon 4 receptor like 2	349667	https://www.ncbi.nlm.nih.gov/gene/?term=349667
CDH24	CDH24	cadherin 24	64403	https://www.ncbi.nlm.nih.gov/gene/?term=64403
NOXA1	NOXA1	NADPH oxidase activator 1	10811	https://www.ncbi.nlm.nih.gov/gene/?term=10811
PDZD3	PDZD3	PDZ domain containing 3	79849	https://www.ncbi.nlm.nih.gov/gene/?term=79849
NLRX1	NLRX1	NLR family member X1	79671	https://www.ncbi.nlm.nih.gov/gene/?term=79671
BCL9L	BCL9L	BCL9 like	283149	https://www.ncbi.nlm.nih.gov/gene/?term=283149
CASZ1	CASZ1	castor zinc finger 1	54897	https://www.ncbi.nlm.nih.gov/gene/?term=54897
RTTN	RTTN	rotatin	25914	https://www.ncbi.nlm.nih.gov/gene/?term=25914
LSR	LSR	lipolysis stimulated lipoprotein receptor	51599	https://www.ncbi.nlm.nih.gov/gene/?term=51599
MEX3D	MEX3D	mex-3 RNA binding family member D	399664	https://www.ncbi.nlm.nih.gov/gene/?term=399664
DNAAF5	DNAAF5	dynein axonemal assembly factor 5	54919	https://www.ncbi.nlm.nih.gov/gene/?term=54919
NRROS	NRROS	negative regulator of reactive oxygen species	375387	https://www.ncbi.nlm.nih.gov/gene/?term=375387
HPS6	HPS6	HPS6, biogenesis of lysosomal organelles complex 2 subunit 3	79803	https://www.ncbi.nlm.nih.gov/gene/?term=79803
MED12L	MED12L	mediator complex subunit 12 like	116931	https://www.ncbi.nlm.nih.gov/gene/?term=116931
HRNR	HRNR	hornerin	388697	https://www.ncbi.nlm.nih.gov/gene/?term=388697
HIPK1	HIPK1	homeodomain interacting protein kinase 1	204851	https://www.ncbi.nlm.nih.gov/gene/?term=204851
RFX6	RFX6	regulatory factor X6	222546	https://www.ncbi.nlm.nih.gov/gene/?term=222546
KRTAP11-1	KRTAP11-1	keratin associated protein 11-1	337880	https://www.ncbi.nlm.nih.gov/gene/?term=337880
TICAM1	TICAM1	toll like receptor adaptor molecule 1	148022	https://www.ncbi.nlm.nih.gov/gene/?term=148022
KRTAP1-3	KRTAP1-3	keratin associated protein 1-3	81850	https://www.ncbi.nlm.nih.gov/gene/?term=81850
SPATA2L	SPATA2L	spermatogenesis associated 2 like	124044	https://www.ncbi.nlm.nih.gov/gene/?term=124044
PASD1	PASD1	PAS domain containing repressor 1	139135	https://www.ncbi.nlm.nih.gov/gene/?term=139135
P3H2	P3H2	prolyl 3-hydroxylase 2	55214	https://www.ncbi.nlm.nih.gov/gene/?term=55214
P3H3	P3H3	prolyl 3-hydroxylase 3	10536	https://www.ncbi.nlm.nih.gov/gene/?term=10536
GLYCTK	GLYCTK	glycerate kinase	132158	https://www.ncbi.nlm.nih.gov/gene/?term=132158
RP1L1	RP1L1	RP1 like 1	94137	https://www.ncbi.nlm.nih.gov/gene/?term=94137
CUL9	CUL9	cullin 9	23113	https://www.ncbi.nlm.nih.gov/gene/?term=23113
CHERP	CHERP	calcium homeostasis endoplasmic reticulum protein	10523	https://www.ncbi.nlm.nih.gov/gene/?term=10523
ANKHD1	ANKHD1	ankyrin repeat and KH domain containing 1	54882	https://www.ncbi.nlm.nih.gov/gene/?term=54882
TP53INP2	TP53INP2	tumor protein p53 inducible nuclear protein 2	58476	https://www.ncbi.nlm.nih.gov/gene/?term=58476
PHC2	PHC2	polyhomeotic homolog 2	1912	https://www.ncbi.nlm.nih.gov/gene/?term=1912
DMRTC2	DMRTC2	DMRT like family C2	63946	https://www.ncbi.nlm.nih.gov/gene/?term=63946
PNPLA6	PNPLA6	patatin like phospholipase domain containing 6	10908	https://www.ncbi.nlm.nih.gov/gene/?term=10908
PIANP	PIANP	PILR alpha associated neural protein	196500	https://www.ncbi.nlm.nih.gov/gene/?term=196500
OSCAR	OSCAR	osteoclast associated, immunoglobulin-like receptor	126014	https://www.ncbi.nlm.nih.gov/gene/?term=126014
ULK2	ULK2	unc-51 like autophagy activating kinase 2	9706	https://www.ncbi.nlm.nih.gov/gene/?term=9706
ANKRD13A	ANKRD13A	ankyrin repeat domain 13A	88455	https://www.ncbi.nlm.nih.gov/gene/?term=88455
CHPF	CHPF	chondroitin polymerizing factor	79586	https://www.ncbi.nlm.nih.gov/gene/?term=79586
KMT2E	KMT2E	lysine methyltransferase 2E	55904	https://www.ncbi.nlm.nih.gov/gene/?term=55904
CPAMD8	CPAMD8	C3 and PZP like, alpha-2-macroglobulin domain containing 8	27151	https://www.ncbi.nlm.nih.gov/gene/?term=27151
MAML2	MAML2	mastermind like transcriptional coactivator 2	84441	https://www.ncbi.nlm.nih.gov/gene/?term=84441
PELP1	PELP1	proline, glutamate and leucine rich protein 1	27043	https://www.ncbi.nlm.nih.gov/gene/?term=27043
ABI1	ABI1	abl interactor 1	10006	https://www.ncbi.nlm.nih.gov/gene/?term=10006
TBC1D3	TBC1D3	TBC1 domain family member 3	729873	https://www.ncbi.nlm.nih.gov/gene/?term=729873
SPART	SPART	spartin	23111	https://www.ncbi.nlm.nih.gov/gene/?term=23111
SIX5	SIX5	SIX homeobox 5	147912	https://www.ncbi.nlm.nih.gov/gene/?term=147912
STK11IP	STK11IP	serine/threonine kinase 11 interacting protein	114790	https://www.ncbi.nlm.nih.gov/gene/?term=114790
ARHGEF28	ARHGEF28	Rho guanine nucleotide exchange factor 28	64283	https://www.ncbi.nlm.nih.gov/gene/?term=64283
SYNE4	SYNE4	spectrin repeat containing nuclear envelope family member 4	163183	https://www.ncbi.nlm.nih.gov/gene/?term=163183
UNC80	UNC80	unc-80 homolog, NALCN channel complex subunit	285175	https://www.ncbi.nlm.nih.gov/gene/?term=285175
CLASRP	CLASRP	CLK4 associating serine/arginine rich protein	11129	https://www.ncbi.nlm.nih.gov/gene/?term=11129
LTBP4	LTBP4	latent transforming growth factor beta binding protein 4	8425	https://www.ncbi.nlm.nih.gov/gene/?term=8425
MUC20	MUC20	mucin 20, cell surface associated	200958	https://www.ncbi.nlm.nih.gov/gene/?term=200958
CBARP	CBARP	CACN subunit beta associated regulatory protein	255057	https://www.ncbi.nlm.nih.gov/gene/?term=255057
CMYA5	CMYA5	cardiomyopathy associated 5	202333	https://www.ncbi.nlm.nih.gov/gene/?term=202333
LARGE2	LARGE2	LARGE xylosyl- and glucuronyltransferase 2	120071	https://www.ncbi.nlm.nih.gov/gene/?term=120071
LNX2	LNX2	ligand of numb-protein X 2	222484	https://www.ncbi.nlm.nih.gov/gene/?term=222484
CRACR2B	CRACR2B	calcium release activated channel regulator 2B	283229	https://www.ncbi.nlm.nih.gov/gene/?term=283229
TAB3	TAB3	TGF-beta activated kinase 1 (MAP3K7) binding protein 3	257397	https://www.ncbi.nlm.nih.gov/gene/?term=257397
ESX1	ESX1	ESX homeobox 1	80712	https://www.ncbi.nlm.nih.gov/gene/?term=80712
EID2	EID2	EP300 interacting inhibitor of differentiation 2	163126	https://www.ncbi.nlm.nih.gov/gene/?term=163126
AOPEP	AOPEP	aminopeptidase O (putative)	84909	https://www.ncbi.nlm.nih.gov/gene/?term=84909
CELF5	CELF5	CUGBP Elav-like family member 5	60680	https://www.ncbi.nlm.nih.gov/gene/?term=60680
TPRX1	TPRX1	tetrapeptide repeat homeobox 1	284355	https://www.ncbi.nlm.nih.gov/gene/?term=284355
ZNF513	ZNF513	zinc finger protein 513	130557	https://www.ncbi.nlm.nih.gov/gene/?term=130557
ENAH	ENAH	ENAH, actin regulator	55740	https://www.ncbi.nlm.nih.gov/gene/?term=55740
