userId	geneSymbol	geneName	entrezgene	gLink
FRMD6-AS1	FRMD6-AS1	FRMD6 antisense RNA 1	145438	https://www.ncbi.nlm.nih.gov/gene/?term=145438
DANCR	DANCR	differentiation antagonizing non-protein coding RNA	57291	https://www.ncbi.nlm.nih.gov/gene/?term=57291
INAFM2	INAFM2	InaF motif containing 2	100505573	https://www.ncbi.nlm.nih.gov/gene/?term=100505573
LINC01547	LINC01547	long intergenic non-protein coding RNA 1547	84536	https://www.ncbi.nlm.nih.gov/gene/?term=84536
PRR20E	PRR20E	proline rich 20E	729250	https://www.ncbi.nlm.nih.gov/gene/?term=729250
PRR20A	PRR20A	proline rich 20A	122183	https://www.ncbi.nlm.nih.gov/gene/?term=122183
MRGPRG-AS1	MRGPRG-AS1	MRGPRG antisense RNA 1	283303	https://www.ncbi.nlm.nih.gov/gene/?term=283303
KRTAP27-1	KRTAP27-1	keratin associated protein 27-1	643812	https://www.ncbi.nlm.nih.gov/gene/?term=643812
ASB16-AS1	ASB16-AS1	ASB16 antisense RNA 1	339201	https://www.ncbi.nlm.nih.gov/gene/?term=339201
TMEM31	TMEM31	transmembrane protein 31	203562	https://www.ncbi.nlm.nih.gov/gene/?term=203562
FAM182B	FAM182B	family with sequence similarity 182 member B	728882	https://www.ncbi.nlm.nih.gov/gene/?term=728882
IER5L	IER5L	immediate early response 5 like	389792	https://www.ncbi.nlm.nih.gov/gene/?term=389792
SAMD5	SAMD5	sterile alpha motif domain containing 5	389432	https://www.ncbi.nlm.nih.gov/gene/?term=389432
ASPHD1	ASPHD1	aspartate beta-hydroxylase domain containing 1	253982	https://www.ncbi.nlm.nih.gov/gene/?term=253982
TMEM200B	TMEM200B	transmembrane protein 200B	399474	https://www.ncbi.nlm.nih.gov/gene/?term=399474
LCN12	LCN12	lipocalin 12	286256	https://www.ncbi.nlm.nih.gov/gene/?term=286256
PRR27	PRR27	proline rich 27	401137	https://www.ncbi.nlm.nih.gov/gene/?term=401137
FAM180B	FAM180B	family with sequence similarity 180 member B	399888	https://www.ncbi.nlm.nih.gov/gene/?term=399888
TMEM53	TMEM53	transmembrane protein 53	79639	https://www.ncbi.nlm.nih.gov/gene/?term=79639
GUSBP11	GUSBP11	glucuronidase, beta pseudogene 11	91316	https://www.ncbi.nlm.nih.gov/gene/?term=91316
DLEU7	DLEU7	deleted in lymphocytic leukemia 7	220107	https://www.ncbi.nlm.nih.gov/gene/?term=220107
PRR23C	PRR23C	proline rich 23C	389152	https://www.ncbi.nlm.nih.gov/gene/?term=389152
PRR23B	PRR23B	proline rich 23B	389151	https://www.ncbi.nlm.nih.gov/gene/?term=389151
DNM1P46	DNM1P46	dynamin 1 pseudogene 46	196968	https://www.ncbi.nlm.nih.gov/gene/?term=196968
FP248	FP248	Putative chemokine-related protein FP248	101930072	https://www.ncbi.nlm.nih.gov/gene/?term=101930072
SH2D6	SH2D6	SH2 domain containing 6	284948	https://www.ncbi.nlm.nih.gov/gene/?term=284948
ARIH2OS	ARIH2OS	ariadne RBR E3 ubiquitin protein ligase 2 opposite strand	646450	https://www.ncbi.nlm.nih.gov/gene/?term=646450
RBMXL3	RBMXL3	RBMX like 3	139804	https://www.ncbi.nlm.nih.gov/gene/?term=139804
UBALD1	UBALD1	UBA like domain containing 1	124402	https://www.ncbi.nlm.nih.gov/gene/?term=124402
THEM6	THEM6	thioesterase superfamily member 6	51337	https://www.ncbi.nlm.nih.gov/gene/?term=51337
ZNF428	ZNF428	zinc finger protein 428	126299	https://www.ncbi.nlm.nih.gov/gene/?term=126299
LINC00477	LINC00477	long intergenic non-protein coding RNA 477	144360	https://www.ncbi.nlm.nih.gov/gene/?term=144360
WWC2-AS2	WWC2-AS2	WWC2 antisense RNA 2	152641	https://www.ncbi.nlm.nih.gov/gene/?term=152641
PRORY	PRORY	proline rich Y-linked	100533178	https://www.ncbi.nlm.nih.gov/gene/?term=100533178
PRR36	PRR36	proline rich 36	80164	https://www.ncbi.nlm.nih.gov/gene/?term=80164
DBNDD1	DBNDD1	dysbindin domain containing 1	79007	https://www.ncbi.nlm.nih.gov/gene/?term=79007
TMEM74B	TMEM74B	transmembrane protein 74B	55321	https://www.ncbi.nlm.nih.gov/gene/?term=55321
TMEM160	TMEM160	transmembrane protein 160	54958	https://www.ncbi.nlm.nih.gov/gene/?term=54958
TMEM275	TMEM275	transmembrane protein 275	105378696	https://www.ncbi.nlm.nih.gov/gene/?term=105378696
BLACE	BLACE	B cell acute lymphoblastic leukemia expressed	338436	https://www.ncbi.nlm.nih.gov/gene/?term=338436
FAM25E	FAM25E	family with sequence similarity 25 member E	643479	https://www.ncbi.nlm.nih.gov/gene/?term=643479
PRR33	PRR33	proline rich 33	102724536	https://www.ncbi.nlm.nih.gov/gene/?term=102724536
RNF224	RNF224	ring finger protein 224	643596	https://www.ncbi.nlm.nih.gov/gene/?term=643596
PRR20G	PRR20G	proline rich 20G	100419008	https://www.ncbi.nlm.nih.gov/gene/?term=100419008
HRES1	HRES1	HTLV-1 related endogenous sequence	3272	https://www.ncbi.nlm.nih.gov/gene/?term=3272
PRR20B	PRR20B	proline rich 20B	729233	https://www.ncbi.nlm.nih.gov/gene/?term=729233
TPRXL	TPRXL	tetrapeptide repeat homeobox like	348825	https://www.ncbi.nlm.nih.gov/gene/?term=348825
FAM106A	FAM106A	family with sequence similarity 106 member A	80039	https://www.ncbi.nlm.nih.gov/gene/?term=80039
FAM201A	FAM201A	family with sequence similarity 201 member A	158228	https://www.ncbi.nlm.nih.gov/gene/?term=158228
FAM27D1	FAM27D1	family with sequence similarity 27 member D1	724094	https://www.ncbi.nlm.nih.gov/gene/?term=724094
LCA10	LCA10	lung carcinoma-associated 10	100996465	https://www.ncbi.nlm.nih.gov/gene/?term=100996465
LINC00528	LINC00528	long intergenic non-protein coding RNA 528	200298	https://www.ncbi.nlm.nih.gov/gene/?term=200298
LINC00269	LINC00269	long intergenic non-protein coding RNA 269	100996279	https://www.ncbi.nlm.nih.gov/gene/?term=100996279
LINC00612	LINC00612	long intergenic non-protein coding RNA 612	253128	https://www.ncbi.nlm.nih.gov/gene/?term=253128
PLAC4	PLAC4	placenta specific 4	191585	https://www.ncbi.nlm.nih.gov/gene/?term=191585
CDRT15	CDRT15	CMT1A duplicated region transcript 15	146822	https://www.ncbi.nlm.nih.gov/gene/?term=146822
